バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,最終プレー日時
DistorteD,Double Loving Heart,J-POP,Tatsh feat. Junko Hirata & Sayaka Minami,0,3,0,0,0,---,ASSIST CLEAR,---,6,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,NO PLAY,---,2016-10-26 17:45
DistorteD,EURO-ROMANCE,80's TECHNO,K-MASERA,2,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1547,638,271,32,HARD CLEAR,A,2017-09-16 21:51
DistorteD,MINT,ELECTRONICA,SLAKE,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,1071,392,287,192,FAILED,C,2017-03-05 22:01
DistorteD,MOON,哀愁ユーロ,dj TAKA feat.Erika Mochizuki,3,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,10,1656,611,434,44,HARD CLEAR,A,2017-09-23 20:59
DistorteD,Power of Love,2 STEP,kors k feat.PSY,1,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1466,568,330,37,HARD CLEAR,A,2017-11-28 22:23
DistorteD,So Fabulous !!,BUCHIAGE TRANCE,HHH (Ryu☆ & Dai),2,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,10,1536,614,308,65,EASY CLEAR,B,2017-06-10 20:38
DistorteD,Sun Field,HAPPY POP,mh sequence,0,3,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
DistorteD,The Dirty of Loudness,SADISTIC HARDCORE,Tatsh Assault X,3,7,0,0,0,---,ASSIST CLEAR,---,10,1394,562,270,92,EASY CLEAR,B,11,0,0,0,---,NO PLAY,---,2017-08-05 22:50
DistorteD,tripping contact(teranoid&MC Natsack Remix),GABBA,kors k vs teranoid,3,6,0,0,0,---,NO PLAY,---,10,1326,526,274,87,EASY CLEAR,B,11,1714,690,334,95,NO PLAY,A,2017-09-25 18:52
DistorteD,TYPE MARS(G-Style Mix),PSYCHEDELIC TRANCE,L.E.D.,0,5,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
DistorteD,waxing and wanding,DANCE SPEED,青龍,1,7,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,11,1489,572,345,243,FAILED,C,2017-02-23 22:26
DistorteD,Zenius -I- vanisher,CYBER OPUS,Tatsh,6,5,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,HARD CLEAR,---,10,1720,689,342,35,HARD CLEAR,A,2017-12-02 13:02
DistorteD,カゴノトリ～弐式～,和式電子音楽,橙色特別室,2,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,1534,604,326,93,FAILED,B,2017-11-28 19:23
DistorteD,タシカナモノ,POPROCK,星野奏子 with the BAND,0,5,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,CLEAR,---,9,0,0,0,---,NO PLAY,---,2016-10-26 17:45
DistorteD,嘆きの樹,CONTEMPORARY,金獅子,55,8,0,0,0,---,ASSIST CLEAR,---,11,1641,645,351,79,CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-11-29 19:49
DistorteD,罠,DRUM'N'ROCK,good-cool,1,2,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,NO PLAY,---,10,1823,739,345,67,EASY CLEAR,A,2017-08-17 20:17
DistorteD,華蝶風雪,ASIAN MIXTURE,白虎,4,6,0,0,0,---,CLEAR,---,10,0,0,0,---,EASY CLEAR,---,11,1973,801,371,131,CLEAR,B,2017-11-10 20:40
DistorteD,虹色,LOVELY TRANS POP,DJ YOSHITAKA feat. G.S.C license,0,5,0,0,0,---,CLEAR,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,2016-10-26 17:45
GOLD,Air Bell,FLOW POP,D-crew,0,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,EASY CLEAR,---,8,0,0,0,---,NO PLAY,---,2016-10-26 17:45
GOLD,Blind Justice ～Torn souls， Hurt Faiths ～,EPIC POETRY,Zektbach,22,6,1109,473,163,14,CLEAR,AA,8,0,0,0,---,ASSIST CLEAR,---,11,1891,810,271,61,CLEAR,A,2017-11-29 19:11
GOLD,Candy Galy,HAPPY,Risk Junk-G,3,7,0,0,0,---,CLEAR,---,10,1610,620,370,79,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-07-18 22:07
GOLD,CaptivAte～裁き～,NOSTALISH REQUIEM,DJ YOSHITAKA feat.A/I,2,6,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,EASY CLEAR,---,9,1082,429,224,84,EASY CLEAR,B,2016-12-23 20:48
GOLD,CROSSROAD ～Left Story～,DRAMATIC EURO TRANCE,jun with TAHIRIH,8,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,10,1953,890,173,18,HARD CLEAR,AAA,2017-10-29 14:54
GOLD,Fascination MAXX,SuperNOVA BEAT,100-200-400,9,9,479,186,107,78,FAILED,C,11,1036,403,230,92,EASY CLEAR,B,12,1242,437,368,208,FAILED,C,2017-10-22 16:01
GOLD,FIRE FIRE,BUCHIAGE TRANCE,StripE,23,7,0,0,0,---,EASY CLEAR,---,10,1335,533,269,31,HARD CLEAR,A,12,1589,579,431,130,ASSIST CLEAR,B,2017-12-02 12:55
GOLD,GOLD RUSH,RECKLESS RAVE,DJ YOSHITAKA-G feat.Michael a la mode,9,7,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,CLEAR,---,11,1637,638,361,45,CLEAR,A,2017-08-31 20:37
GOLD,GRID KNIGHT,ELECTRONICA,SAW WAVE SQUAD,0,6,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
GOLD,heaven above,FILTER HOUSE,kors k,1,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1266,499,268,18,HARD CLEAR,A,2017-08-31 20:14
GOLD,High School Love,HIGH SPEED LOVE SONG,DJ YOSHITAKA feat.DWP,2,4,0,0,0,---,ASSIST CLEAR,---,6,0,0,0,---,ASSIST CLEAR,---,9,1664,711,242,69,EASY CLEAR,A,2016-12-08 11:31
GOLD,INORI,MILLENNIUM TRANCE,dj TAKA feat.HAL,5,6,0,0,0,---,NO PLAY,---,10,1696,675,346,56,EASY CLEAR,B,11,1561,570,421,221,FAILED,C,2017-09-25 19:25
GOLD,KAMAITACHI,FREEFORM HARDCORE,DJ TECHNORCH fw. GUHROOVY,19,6,0,0,0,---,CLEAR,---,9,1153,423,307,76,EASY CLEAR,C,11,1608,619,370,106,EASY CLEAR,B,2017-11-28 22:02
GOLD,LASER CRUSTER,NU-SKOOL BREAKS,L.E.D.,0,7,0,0,0,---,FAILED,---,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
GOLD,Love Again...,POPS,Tatsh feat. Junko Hirata,0,3,0,0,0,---,ASSIST CLEAR,---,4,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,2016-10-26 17:45
GOLD,Make Me Your Own,HOUSE,good-cool ft. Raj Ramayya,16,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,1411,574,263,58,NO PLAY,B,2017-02-21 13:28
GOLD,METALLIC MIND,OLDSKOOL HARDCORE RAVE,DJ TECHNORCH fw. GUHROOVY,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,ASSIST CLEAR,---,2016-10-26 17:45
GOLD,PHOTONGENIC,DRUM & BASS,L.E.D. fw.堀澤麻衣子,0,7,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
GOLD,Roulette,EUROBEAT,Y&Co.,0,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
GOLD,Second Heaven,HANDZ UP,Ryu☆,8,5,0,0,0,---,CLEAR,---,8,0,0,0,---,HARD CLEAR,---,11,1538,615,308,50,EASY CLEAR,A,2017-09-25 19:15
GOLD,smile,ELE POP,miru_maki.gjw,0,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
GOLD,snow storm,TRANCE,dj TAKA,2,4,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,NO PLAY,---,10,1754,684,386,56,HARD CLEAR,B,2017-12-02 16:17
GOLD,The Smile of You,POP,猫叉Master feat.JESSY,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,EASY CLEAR,---,8,0,0,0,---,NO PLAY,---,2016-10-26 17:45
GOLD,VANESSA,DECEPTIVE GABBA,朱雀,7,8,0,0,0,---,ASSIST CLEAR,---,11,1100,411,278,91,EASY CLEAR,B,12,1138,417,304,197,FAILED,C,2017-11-14 14:01
GOLD,Watch out!!,HIP HOP,MAD Sequence*,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,2016-10-26 17:45
GOLD,With your Smile,J-HOUSE,Shoichiro Hirata plus Junko Hirata,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,FAILED,---,2016-10-26 17:45
GOLD,X-rated,RETRO RAVE,SADA,2,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1443,573,297,32,HARD CLEAR,A,2017-09-24 18:57
GOLD,クルクル☆ラブ～Opioid Peptide MIX～,FUTURE POP,イオンチャンネル,1,5,0,0,0,---,CLEAR,---,8,0,0,0,---,NO PLAY,---,10,1494,603,288,75,NO PLAY,B,2017-09-24 19:15
GOLD,ヨシダさん,TECHNO,AKIRA YAMAOKA,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,2016-10-26 17:45
GOLD,リグレット,EURO TRANCE,星野奏子,1,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1817,739,339,26,HARD CLEAR,A,2017-11-29 19:19
GOLD,星をこの手に,J-POP,DJ YOSHITAKA feat.星野奏子,3,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,1480,596,288,53,EASY CLEAR,A,2017-12-02 12:52
GOLD,花吹雪 ～ IIDX LIMITED ～,JAPANESE ALTERATION,S.S.D.FANTASICA feat.ユッコ,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,HARD CLEAR,---,8,0,0,0,---,EASY CLEAR,---,2016-10-26 17:45
GOLD,零 - ZERO -,HYPER J-POP ZERO,ＴЁЯＲＡ,1,6,0,0,0,---,HARD CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,9,1509,586,337,84,EASY CLEAR,B,2016-11-24 22:55
GOLD,電人、暁に斃れる。,NU-NRG,L.E.D.-G,0,7,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
DJ TROOPERS,Anisakis -somatic mutation type"Forza"-,HARD RENAISSANCE,朱雀,9,6,0,0,0,---,ASSIST CLEAR,---,10,1541,613,315,28,HARD CLEAR,A,11,1826,712,402,109,EASY CLEAR,B,2017-12-02 16:11
DJ TROOPERS,Be OK,EUROBEAT,good-cool ft. Florence,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1649,641,367,38,HARD CLEAR,A,2017-12-02 12:25
DJ TROOPERS,Blue Rain,TRANCE,dj TAKA VS Ryu☆,6,6,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,11,1328,498,332,81,CLEAR,B,2017-10-27 23:57
DJ TROOPERS,Dazzlin' Darlin,HANDZ UP,HHH,2,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1719,723,273,55,HARD CLEAR,A,2017-09-24 19:39
DJ TROOPERS,Digitank System,TECH-BREAKBEATS,DJ Mass MAD Izm*,8,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,11,1458,550,358,63,EASY CLEAR,B,2017-10-28 20:50
DJ TROOPERS,Do it!! Do it!!,N-BEATS,Kraken,8,8,0,0,0,---,NO PLAY,---,10,968,353,262,48,EASY CLEAR,B,11,1021,370,281,150,FAILED,C,2017-11-22 22:04
DJ TROOPERS,end of world,FRENZY HOUSE,猫叉Master+,6,6,0,0,0,---,NO PLAY,---,9,1143,438,267,39,EASY CLEAR,B,10,1405,524,357,80,EASY CLEAR,C,2017-08-04 20:25
DJ TROOPERS,evergreen,PROG,kors k,1,5,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,NO PLAY,---,10,1293,489,315,34,EASY CLEAR,B,2017-08-15 00:14
DJ TROOPERS,Freeway Shuffle,TRANCE,dj TAKA,2,4,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,NO PLAY,---,10,1286,507,272,32,HARD CLEAR,A,2017-12-02 12:40
DJ TROOPERS,in the Sky,HAPPY HARDCORE,Ryu☆,18,7,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,NO PLAY,---,11,1832,756,320,99,ASSIST CLEAR,A,2017-11-21 22:37
DJ TROOPERS,MAX LOVE,LOVELY BUCHIAGE POP,DJ YOSHITAKA feat.星野奏子,3,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,10,2022,828,366,60,CLEAR,A,2017-09-25 19:32
DJ TROOPERS,MENDES,IRREGULAR HI-BREAK,Humanoid,33,6,0,0,0,---,ASSIST CLEAR,---,11,1594,642,310,115,CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-12-02 13:08
DJ TROOPERS,MENTAL MELTDOWN,HARD HOP,GUHROOVY fw.TECHNORCH,0,6,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
DJ TROOPERS,NEW GENERATION -もう、お前しか見えない-,ONLY ONE EURO BEAT,SUPER STAR 満-MITSURU-,1,5,0,0,0,---,EX HARD CLEAR,---,9,1108,406,296,68,ASSIST CLEAR,C,10,0,0,0,---,NO PLAY,---,2016-12-15 22:24
DJ TROOPERS,oratio,HYMNUS,蓑舞衆,0,7,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
DJ TROOPERS,PROMISE FOR LIFE,BALLAD,ＴЁЯＲＡ WORKS,0,3,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,2016-10-26 17:45
DJ TROOPERS,Ristaccia,OUVERTURE,Zektbach,8,6,0,0,0,---,CLEAR,---,9,1220,453,314,69,EASY CLEAR,B,12,1776,699,378,119,ASSIST CLEAR,B,2017-11-21 23:01
DJ TROOPERS,satellite020712 from "CODED ARMS",HARD HOUSE,猫叉Master,3,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,11,1706,591,524,80,CLEAR,B,2017-11-07 21:40
DJ TROOPERS,scar in the earth,WORLD/ELECTRONICA,猫叉Master,0,3,0,0,0,---,ASSIST CLEAR,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,2016-10-26 17:45
DJ TROOPERS,SOUND OF GIALLARHORN,FREEFORM HARDCORE,L.E.D.-G,4,6,0,0,0,---,CLEAR,---,10,1754,680,394,125,EASY CLEAR,B,11,2062,811,440,185,FAILED,B,2017-08-08 23:16
DJ TROOPERS,switch,ULTIMATE J-POP,DAISUKE ASAKURA ex.ＴЁЯＲＡ,9,4,0,0,0,---,HARD CLEAR,---,9,974,373,228,34,CLEAR,B,11,1278,498,282,121,EASY CLEAR,B,2017-10-16 23:30
DJ TROOPERS,THE DEEP STRIKER,NU STYLE GABBA,L.E.D.-G,0,6,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
DJ TROOPERS,Time to Air,DANCE SPEED,青龍,4,6,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,NO PLAY,---,11,1984,811,362,141,FAILED,A,2017-11-20 17:43
DJ TROOPERS,Ubertreffen,PROGRESSIVE BAROQUE,TAKA respect for J.S.B.,6,6,0,0,0,---,ASSIST CLEAR,---,10,1047,374,299,84,EASY CLEAR,C,11,1629,660,309,78,CLEAR,B,2017-11-07 21:52
DJ TROOPERS,エコ爺,80's EURO,Y&Co.,1,4,0,0,0,---,ASSIST CLEAR,---,6,0,0,0,---,CLEAR,---,9,1360,563,234,26,CLEAR,A,2016-12-13 22:30
DJ TROOPERS,マチ子の唄,EDUCATION,AKIRA YAMAOKA,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,FAILED,---,8,0,0,0,---,FAILED,---,2016-10-26 17:45
DJ TROOPERS,ミラージュ・レジデンス,FUSION,Jimmy Weckl,3,5,0,0,0,---,ASSIST CLEAR,---,9,1296,508,280,114,ASSIST CLEAR,B,10,0,0,0,---,NO PLAY,---,2016-12-18 14:04
DJ TROOPERS,少年A,POST RENAISSANCE,Remixed by 少年ラジオ,0,6,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
DJ TROOPERS,華爛漫 -Flowers-,HYPER JAPANESQUE 2,ＴЁЯＲＡ,7,6,0,0,0,---,EX HARD CLEAR,---,8,0,0,0,---,CLEAR,---,10,1550,651,248,35,HARD CLEAR,A,2017-11-07 21:15
DJ TROOPERS,走馬灯 -The Last Song-,SOLDIER'S BALLAD,TAKA,0,3,0,0,0,---,ASSIST CLEAR,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,2016-10-26 17:45
DJ TROOPERS,高高度降下低高度開傘,SYMPHONIC TECHNO,Dr. Honda,0,4,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,2016-10-26 17:45
EMPRESS,3y3s,DANCE SPEED,青龍,8,7,0,0,0,---,CLEAR,---,10,1784,738,308,81,CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-09-17 22:02
EMPRESS,ALL I NEED YOUR LOVE,HARD CORE,GUHROOVY fw. M-Project,0,5,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,2016-10-26 17:45
EMPRESS,ALL MY TURN -このターンに、オレの全てを賭ける-,ONLY ONE EURO BEAT,SUPER STAR 満-MITSURU-,0,6,0,0,0,---,FULLCOMBO CLEAR,---,9,0,0,0,---,EASY CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
EMPRESS,Arabian Rave Night,ARABIC HARDCORE,dj MAX STEROID,10,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,1777,669,439,131,CLEAR,B,2017-11-09 21:47
EMPRESS,B4U(BEMANI FOR YOU MIX),RECKLESS RAVE,Remixed by DJ YOSHITAKA with Michael a la mode,11,6,0,0,0,---,HARD CLEAR,---,9,1365,501,363,84,EASY CLEAR,B,11,2065,782,501,188,FAILED,B,2017-11-09 22:24
EMPRESS,BITTER CHOCOLATE STRIKER,JUMPSTYLE,L.E.D.-G,0,5,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
EMPRESS,BRIDAL FESTIVAL !!!,HAPPY ☆ JIG,S.S.D. with ななっち,1,4,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,NO PLAY,---,9,1430,556,318,41,ASSIST CLEAR,B,2016-11-28 22:01
EMPRESS,CaptivAte2～覚醒～,NOSTALISH REQUIEM,e-lma,0,6,0,0,0,---,CLEAR,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
EMPRESS,Colorful Cookie,HAPPY HARDCORE,Lucky Vacuum,7,5,0,0,0,---,EX HARD CLEAR,---,10,1970,879,212,35,HARD CLEAR,AA,12,0,0,0,---,NO PLAY,---,2017-10-30 19:40
EMPRESS,Cyber Force -DJ Yoshitaka Remix-,BUCHIAGE TRANCE,Remixed by DJ YOSHITAKA,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
EMPRESS,Flash Back 90's,MEGA MIX,kors k as disconation,2,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1564,606,352,34,HARD CLEAR,B,2017-12-02 12:28
EMPRESS,Fly Above,DREAM TRANCE,Sota Fujimori,0,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,2016-10-26 17:45
EMPRESS,Go Beyond!!,TRANCE CORE,Ryu☆ Vs. Sota,8,6,0,0,0,---,NO PLAY,---,10,1313,538,237,32,HARD CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-10-28 20:14
EMPRESS,HYPERION,MORNING FULL ON,L.E.D.,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,1300,468,364,148,FAILED,C,2017-02-18 21:03
EMPRESS,Just a Little Smile,NU SKOOL BREAKS,Sota Fujimori,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
EMPRESS,Kung-fu Empire,ASIAN JANGLE,飛燕流舞,14,6,0,0,0,---,NO PLAY,---,10,1903,769,365,61,HARD CLEAR,A,11,1828,679,470,154,ASSIST CLEAR,C,2017-11-27 22:18
EMPRESS,naughty girl@Queen's Palace,TECH-BREAKBEATS,DJ Mass MAD Izm*,23,5,0,0,0,---,NO PLAY,---,9,1121,428,265,50,EASY CLEAR,B,11,1389,538,313,70,CLEAR,B,2017-09-23 23:32
EMPRESS,neogenesis,ENERGETIC TRANCE,DM Ashura,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FAILED,---,2016-10-26 17:45
EMPRESS,NΦ CRIME,DANCE MUSIC OF SORROW,C×F,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,FAILED,---,9,0,0,0,---,NO PLAY,---,2016-10-26 17:45
EMPRESS,Programmed World,PSY TRANCE(FULL ON),kors k as StripE,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,1199,437,325,121,FAILED,C,2017-03-05 21:28
EMPRESS,Punch Love 仮面,E-DANCE POP,上野圭市(aka. Babyweapon，DJ SWAMI)feat.星野奏子,5,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,10,1692,704,284,83,EASY CLEAR,A,2017-09-19 20:49
EMPRESS,Queen's Tragedy,BIGBEAT,猫叉Master+,2,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1463,553,357,33,HARD CLEAR,B,2017-11-30 22:36
EMPRESS,smooooch・∀・,CANDY RAVE,kors k,8,4,0,0,0,---,EX HARD CLEAR,---,8,0,0,0,---,CLEAR,---,10,1607,665,277,36,HARD CLEAR,A,2017-10-04 19:41
EMPRESS,Turii ～Panta rhei～,ELEMENTAL CHANT,Zektbach,5,4,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,EASY CLEAR,---,10,1850,704,442,28,HARD CLEAR,A,2017-10-05 20:30
EMPRESS,V2,PROGRESSIVE,TAKA,4,6,0,0,0,---,HARD CLEAR,---,10,1911,738,435,152,EASY CLEAR,B,11,1805,675,455,263,FAILED,C,2017-11-28 19:30
EMPRESS,まほろば,J-DANCE POP,HHH+H,0,5,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,CLEAR,---,9,0,0,0,---,ASSIST CLEAR,---,2016-10-26 17:45
EMPRESS,ミッドナイト堕天使,TRENDY TECHNO,Dr. Honda,8,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,1666,639,388,88,CLEAR,B,2017-11-30 22:08
EMPRESS,不沈艦CANDY,HARDCORE,Risk Junk,0,6,0,0,0,---,CLEAR,---,9,0,0,0,---,ASSIST CLEAR,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
EMPRESS,凛として咲く花の如く,撫子ロック,紅色リトマス,8,6,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,CLEAR,---,10,2053,797,459,82,EASY CLEAR,A,2017-09-26 21:24
EMPRESS,卑弥呼,ESOTERIC SPEEDCORE,朱雀 VS 玄武,20,6,860,340,180,---,ASSIST CLEAR,A,11,1677,645,387,133,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-11-28 19:17
EMPRESS,鉄甲乙女-under the steel-,IRON CONCERTO,Seiya Murai,1,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1648,711,226,41,EASY CLEAR,A,2017-08-07 21:06
SIRIUS,AIR RAID FROM THA UNDAGROUND,SPEEDCORE,GUHROOVY,2,7,0,0,0,---,HARD CLEAR,---,9,1032,390,252,72,CLEAR,C,11,1260,481,298,88,ASSIST CLEAR,C,2017-05-14 14:29
SIRIUS,Almagest,AKASHIC RECORDS,Galdeira,6,7,0,0,0,---,NO PLAY,---,11,1313,511,291,99,ASSIST CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-11-08 20:30
SIRIUS,Almagest (HCN Ver.),AKASHIC RECORDS,Galdeira,0,7,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SIRIUS,Bad Maniacs,INDUSTRIAL,kors k as teranoid,3,7,0,0,0,---,HARD CLEAR,---,10,1235,473,289,47,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-08-13 19:43
SIRIUS,bass 2 bass,BUBBLEGUM DANCE,Ryu☆,2,4,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,CLEAR,---,10,1173,434,305,90,EASY CLEAR,B,2017-07-21 19:42
SIRIUS,beatchic☆仮面～好き、でいさせて～,E-DANCE POP,上野圭市(transforming into Masao Lovely)feat.星野奏子,0,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SIRIUS,being torn the sky,ELECTRO POP,猫叉Master+ feat.JUNE,3,4,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,ASSIST CLEAR,---,10,1540,644,252,26,HARD CLEAR,A,2017-09-19 20:56
SIRIUS,bloomin' feeling,HAPPY HARDCORE,Ryu☆,18,7,0,0,0,---,ASSIST CLEAR,---,9,1507,635,237,27,EASY CLEAR,A,11,1754,723,308,82,EASY CLEAR,A,2017-11-21 22:56
